Order ID,OrderMonth,Order Date,Ship Date,Ship Mode,Customer ID,Segment,City,State,Country,Region,Market,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
TZ-2015-BE1410129-42056,2,21/02/2015,23/02/2015,Second Class,BE-1410129,Consumer,Shinyanga,Shinyanga,Tanzania,Eastern Africa,Africa,OFF-ST-6263,Office Supplies,Storage,"Tenex Lockers, Single Width",735.05,4,0.1,-32.71,48.76,Critical
IN-2013-BE1141078-41342,3,09/03/2013,13/03/2013,Standard Class,BE-1141078,Consumer,Kuala Terengganu,Trengganu,Malaysia,Southeastern Asia,Asia Pacific,OFF-ST-6057,Office Supplies,Storage,"Smead Shelving, Blue",244.65,5,0,107.55,37.63,High
MX-2012-BE1141082-41235,11,22/11/2012,23/11/2012,First Class,BE-1141082,Consumer,Acayucan,Veracruz,Mexico,Central America,LATAM,TEC-CO-3706,Technology,Copiers,"Canon Personal Copier, Laser",189.94,2,0.002,81.42,36.001,High
MX-2013-BE1141018-41520,9,03/09/2013,07/09/2013,Standard Class,BE-1141018,Consumer,Mossoró,Rio Grande do Norte,Brazil,South America,LATAM,TEC-MA-6144,Technology,Machines,"StarTech Phone, Red",238.9,5,0,107.5,33.963,High
MX-2014-BO1142582-41958,11,15/11/2014,19/11/2014,Standard Class,BO-1142582,Consumer,Metepec,México,Mexico,Central America,LATAM,TEC-PH-3806,Technology,Phones,"Cisco Smart Phone, Full Size",3045.84,7,0,1035.58,309.748,High
ES-2014-BO1142545-41927,10,15/10/2014,19/10/2014,Standard Class,BO-1142545,Consumer,Paris,Ile-de-France,France,Western Europe,Europe,OFF-AP-3865,Office Supplies,Appliances,"Cuisinart Microwave, Red",1503.68,6,0.1,284,211.16,High
ML-2015-BO142579-42368,12,30/12/2015,02/01/2016,First Class,BO-142579,Consumer,Sikasso,Sikasso,Mali,Western Africa,Africa,FUR-CH-4564,Furniture,Chairs,"Harbour Creations Swivel Stool, Set of Two",1094.22,6,0,317.16,184.6,Medium
MX-2014-BO1142518-41716,3,18/03/2014,18/03/2014,Same Day,BO-1142518,Consumer,Mauá,São Paulo,Brazil,South America,LATAM,TEC-CO-5992,Technology,Copiers,"Sharp Copy Machine, Laser",318.08,2,0.002,98.16,89.764,Critical
MX-2014-BO1142582-41958,11,15/11/2014,19/11/2014,Standard Class,BO-1142582,Consumer,Metepec,México,Mexico,Central America,LATAM,FUR-BO-4855,Furniture,Bookcases,"Ikea Corner Shelving, Traditional",328.16,5,0.2,-36.94,61.629,High
CA-2015-BO11425140-42294,10,17/10/2015,22/10/2015,Standard Class,BO-114251408,Consumer,Richmond,Kentucky,United States,Southern US,USCA,OFF-BI-5046,Office Supplies,Binders,Large Capacity Hanging Post Binders,124.75,5,0,57.39,8.41,Medium
CA-2013-BO11425140-41527,9,10/09/2013,17/09/2013,Standard Class,BO-114251406,Consumer,New York City,New York,United States,Eastern US,USCA,OFF-AR-5166,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,6.08,2,0,2.07,1.22,Medium
ES-2014-BO1142545-41927,10,15/10/2014,19/10/2014,Standard Class,BO-1142545,Consumer,Paris,Ile-de-France,France,Western Europe,Europe,OFF-ST-5692,Office Supplies,Storage,"Rogers File Cart, Industrial",637.2,5,0.1,49.5,49.42,High
ID-2015-BO114257-42364,12,26/12/2015,30/12/2015,Second Class,BO-114257,Consumer,Toowoomba,Queensland,Australia,Oceania,Asia Pacific,TEC-CO-4573,Technology,Copiers,"Hewlett Fax and Copier, High-Speed",229.28,2,0.4,-7.66,43.81,High
IN-2014-BO1142527-41640,1,01/01/2014,03/01/2014,First Class,BO-1142527,Consumer,Suzhou,Gansu,China,Eastern Asia,Asia Pacific,FUR-BO-4855,Furniture,Bookcases,"Ikea Corner Shelving, Traditional",246.12,2,0,66.42,42.61,High
IN-2015-BO114257-42222,8,06/08/2015,10/08/2015,Standard Class,BO-114257,Consumer,Caloundra,Queensland,Australia,Oceania,Asia Pacific,TEC-PH-5335,Technology,Phones,"Nokia Audio Dock, Cordless",457.89,3,0.1,111.84,39.54,Medium
IT-2012-BO1142591-40965,2,26/02/2012,03/03/2012,Standard Class,BO-1142591,Consumer,Zaanstad,North Holland,Netherlands,Western Europe,Europe,FUR-FU-3032,Furniture,Furnishings,"Advantus Frame, Black",533.38,6,0.2,-0.14,39.26,Medium
ID-2015-BT11440102-42318,11,10/11/2015,15/11/2015,Standard Class,BT-11440102,Consumer,Manila,National Capital,Philippines,Southeastern Asia,Asia Pacific,OFF-AP-4745,Office Supplies,Appliances,"Hoover Stove, White",2408.09,5,0.15,339.89,112.77,Medium
IT-2015-BT1144091-42052,2,17/02/2015,18/02/2015,First Class,BT-1144091,Consumer,Groningen,Groningen,Netherlands,Western Europe,Europe,TEC-CO-4765,Technology,Copiers,"HP Copy Machine, Color",735.39,6,0.5,-235.35,108.64,Medium
TU-2014-BT1440134-42000,12,27/12/2014,01/01/2015,Second Class,BT-1440134,Consumer,Istanbul,Istanbul,Turkey,Western Asia,Asia Pacific,FUR-BO-3902,Furniture,Bookcases,"Dania Library with Doors, Mobile",583.87,4,0.6,-540.17,81.98,Medium
UP-2014-BT1440137-41944,11,01/11/2014,03/11/2014,Second Class,BT-1440137,Consumer,Mykolayiv,Mykolayiv,Ukraine,Eastern Europe,Europe,TEC-AC-4185,Technology,Accessories,"Enermax Router, Bluetooth",516.66,2,0,46.44,80.49,High
MX-2013-BT1144093-41585,11,07/11/2013,12/11/2013,Second Class,BT-1144093,Consumer,Managua,Managua,Nicaragua,Central America,LATAM,OFF-ST-4257,Office Supplies,Storage,"Fellowes File Cart, Blue",549.24,6,0,76.8,71.056,High
US-2014-BT1144098-42003,12,30/12/2014,04/01/2015,Standard Class,BT-1144098,Consumer,Colón,Colón,Panama,Central America,LATAM,FUR-BO-5787,Furniture,Bookcases,"Safco Library with Doors, Pine",1564.56,10,0.4,-0.04,64.37,Medium
US-2014-BT11440140-41809,6,19/06/2014,22/06/2014,First Class,BT-114401402,Consumer,Frankfort,Illinois,United States,Central US,USCA,OFF-PA-6491,Office Supplies,Paper,Xerox 1937,76.86,2,0.2,26.9,24.49,High
CA-2012-BT11440140-41063,6,03/06/2012,08/06/2012,Standard Class,BT-114401406,Consumer,New York City,New York,United States,Eastern US,USCA,FUR-BO-5529,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,353.57,2,0.2,-44.2,21.64,Medium
CA-2014-BT11440140-41718,3,20/03/2014,22/03/2014,Second Class,BT-114401404,Consumer,Littleton,Colorado,United States,Western US,USCA,FUR-BO-3174,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",72.29,1,0.7,-98.8,11.9,High
CA-2012-BT11440140-41063,6,03/06/2012,08/06/2012,Standard Class,BT-114401406,Consumer,New York City,New York,United States,Eastern US,USCA,FUR-FU-5984,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",56.96,2,0,21.08,4.73,Medium
CA-2012-BT11440140-41063,6,03/06/2012,08/06/2012,Standard Class,BT-114401406,Consumer,New York City,New York,United States,Eastern US,USCA,OFF-AP-3838,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",15.56,4,0,4.05,2.01,Medium
CA-2012-BT11440140-41235,11,22/11/2012,26/11/2012,Standard Class,BT-114401402,Consumer,Detroit,Michigan,United States,Central US,USCA,OFF-BI-6332,Office Supplies,Binders,UniKeep View Case Binders,14.67,3,0,6.75,1.55,Medium
CA-2012-BT11440140-41063,6,03/06/2012,08/06/2012,Standard Class,BT-114401406,Consumer,New York City,New York,United States,Eastern US,USCA,FUR-FU-4333,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,13.96,2,0,6.7,1.2,Medium
ID-2015-BT114407-42135,5,11/05/2015,15/05/2015,Second Class,BT-114407,Consumer,Canberra,Australian Capital Territory,Australia,Oceania,Asia Pacific,FUR-CH-4544,Furniture,Chairs,"Harbour Creations Rocking Chair, Adjustable",269.24,3,0.4,-134.68,36.79,High
CG-2015-BT144033-42067,3,04/03/2015,08/03/2015,Standard Class,BT-144033,Consumer,Kolwezi,Katanga,Democratic Republic of the Congo,Central Africa,Africa,OFF-BI-6384,Office Supplies,Binders,"Wilson Jones Binding Machine, Economy",391.68,8,0,140.88,34.75,Medium
ES-2013-BT1144045-41545,9,28/09/2013,01/10/2013,Second Class,BT-1144045,Consumer,Colmar,Alsace-Champagne-Ardenne-Lorraine,France,Western Europe,Europe,OFF-ST-5703,Office Supplies,Storage,"Rogers Lockers, Wire Frame",379.24,2,0.1,63.16,34.06,Medium
ID-2015-BT114407-42135,5,11/05/2015,15/05/2015,Second Class,BT-114407,Consumer,Canberra,Australian Capital Territory,Australia,Oceania,Asia Pacific,TEC-CO-6008,Technology,Copiers,"Sharp Personal Copier, Laser",288,4,0.4,-14.4,33.66,High
ES-2014-BT1144048-41768,5,09/05/2014,11/05/2014,Second Class,BT-1144048,Consumer,Offenburg,Baden-Württemberg,Germany,Western Europe,Europe,FUR-FU-3033,Furniture,Furnishings,"Advantus Frame, Duo Pack",222.36,2,0,104.46,33.49,High
IN-2015-BE114557-42080,3,17/03/2015,22/03/2015,Second Class,BE-114557,Home Office,Sydney,New South Wales,Australia,Oceania,Asia Pacific,TEC-CO-4568,Technology,Copiers,"Hewlett Copy Machine, Color",3299.56,14,0.1,366.28,336.02,Medium
ID-2015-BE114557-42242,8,26/08/2015,28/08/2015,First Class,BE-114557,Home Office,Gold Coast,Queensland,Australia,Oceania,Asia Pacific,FUR-CH-4656,Furniture,Chairs,"Hon Executive Leather Armchair, Red",1653.8,6,0.4,-689.26,237.38,High
IN-2015-BE1145559-42305,10,28/10/2015,28/10/2015,Same Day,BE-1145559,Home Office,Jakarta,Jakarta,Indonesia,Southeastern Asia,Asia Pacific,OFF-AP-3577,Office Supplies,Appliances,"Breville Refrigerator, White",1718,4,0.17,372.56,131.73,High
IN-2015-BE1145559-42305,10,28/10/2015,28/10/2015,Same Day,BE-1145559,Home Office,Jakarta,Jakarta,Indonesia,Southeastern Asia,Asia Pacific,FUR-FU-6254,Furniture,Furnishings,"Tenex Frame, Duo Pack",642.63,8,0.27,105.51,108.46,High
IN-2012-BE1145527-40971,3,03/03/2012,08/03/2012,Standard Class,BE-1145527,Home Office,Chengdu,Sichuan,China,Eastern Asia,Asia Pacific,TEC-PH-3784,Technology,Phones,"Cisco Audio Dock, Cordless",554.76,3,0,0,83.22,High
IT-2014-BE1145548-41879,8,28/08/2014,30/08/2014,First Class,BE-1145548,Home Office,Aschaffenburg,Bavaria,Germany,Western Europe,Europe,OFF-ST-6033,Office Supplies,Storage,"Smead File Cart, Single Width",346.76,3,0.1,-34.75,82.13,High
IN-2013-BE114557-41543,9,26/09/2013,28/09/2013,First Class,BE-114557,Home Office,Brisbane,Queensland,Australia,Oceania,Asia Pacific,TEC-MA-4196,Technology,Machines,"Epson Card Printer, Wireless",764.78,5,0.1,118.88,62.34,Medium
AO-2015-BE14554-42223,8,07/08/2015,10/08/2015,Second Class,BE-14554,Home Office,Huambo,Huambo,Angola,Central Africa,Africa,TEC-MA-4194,Technology,Machines,"Epson Card Printer, Red",668.4,4,0,300.72,61.64,Medium
IN-2015-BE1145558-42342,12,04/12/2015,06/12/2015,Second Class,BE-1145558,Home Office,Moradabad,Uttar Pradesh,India,Southern Asia,Asia Pacific,FUR-CH-4684,Furniture,Chairs,"Hon Rocking Chair, Set of Two",398.61,3,0,15.93,58.35,High
IN-2012-BE1145527-41206,10,24/10/2012,24/10/2012,Same Day,BE-1145527,Home Office,Yunyang,Henan,China,Eastern Asia,Asia Pacific,TEC-PH-5348,Technology,Phones,"Nokia Office Telephone, VoIP",195.66,3,0,68.4,58.27,Critical
ID-2015-BE114557-42242,8,26/08/2015,28/08/2015,First Class,BE-114557,Home Office,Gold Coast,Queensland,Australia,Oceania,Asia Pacific,TEC-PH-5247,Technology,Phones,"Motorola Audio Dock, Full Size",209.59,2,0.4,-55.91,57.98,High
US-2015-BE11455140-42115,4,21/04/2015,22/04/2015,First Class,BE-114551406,Home Office,Cleveland,Ohio,United States,Eastern US,USCA,OFF-ST-6287,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,848.54,4,0.2,-21.21,84.32,Medium
CA-2013-BE11455140-41488,8,02/08/2013,05/08/2013,Second Class,BE-114551406,Home Office,Providence,Rhode Island,United States,Eastern US,USCA,TEC-PH-5608,Technology,Phones,Plantronics MX500i Earset,128.85,3,0,3.87,25.64,High
US-2015-BE11455140-42115,4,21/04/2015,22/04/2015,First Class,BE-114551406,Home Office,Cleveland,Ohio,United States,Eastern US,USCA,TEC-PH-3181,Technology,Phones,Avaya 5410 Digital phone,122.38,3,0.4,-24.48,23.07,Medium
CA-2013-BE11455140-41488,8,02/08/2013,05/08/2013,Second Class,BE-114551406,Home Office,Providence,Rhode Island,United States,Eastern US,USCA,TEC-AC-5111,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,199.98,2,0,83.99,19.77,High
CA-2014-BE11455140-41888,9,06/09/2014,11/09/2014,Standard Class,BE-114551402,Home Office,Olathe,Kansas,United States,Central US,USCA,OFF-AR-5553,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,107.94,3,0,26.99,18.05,High
CA-2013-BE11455140-41488,8,02/08/2013,05/08/2013,Second Class,BE-114551406,Home Office,Providence,Rhode Island,United States,Eastern US,USCA,FUR-CH-5445,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,110.98,1,0,15.54,16.15,High
CA-2014-BE11455140-41766,5,07/05/2014,11/05/2014,Standard Class,BE-114551406,Home Office,Lorain,Ohio,United States,Eastern US,USCA,OFF-PA-6507,Office Supplies,Paper,Xerox 1951,49.57,2,0.2,15.49,3.71,Medium
US-2014-BE11455140-41766,5,07/05/2014,09/05/2014,Second Class,BE-114551402,Home Office,Springfield,Missouri,United States,Central US,USCA,OFF-AP-3363,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,54.48,1,0,15.25,3.02,High
CA-2013-BE11455140-41531,9,14/09/2013,18/09/2013,Second Class,BE-114551402,Home Office,Des Moines,Iowa,United States,Central US,USCA,OFF-BI-6401,Office Supplies,Binders,Wilson Jones Impact Binders,25.9,5,0,12.69,2.57,Medium
CA-2014-BE11455140-41766,5,07/05/2014,11/05/2014,Standard Class,BE-114551406,Home Office,Lorain,Ohio,United States,Eastern US,USCA,FUR-FU-3920,Furniture,Furnishings,DAX Solid Wood Frames,54.71,7,0.2,11.63,2.39,Medium
CA-2013-BE11455140-41488,8,02/08/2013,05/08/2013,Second Class,BE-114551406,Home Office,Providence,Rhode Island,United States,Eastern US,USCA,OFF-PA-4881,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",8.4,2,0,4.12,1.71,High
US-2015-BE11455140-42115,4,21/04/2015,22/04/2015,First Class,BE-114551406,Home Office,Cleveland,Ohio,United States,Eastern US,USCA,OFF-BI-6387,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",8.7,5,0.7,-6.38,1.59,Medium
CA-2014-BE11455140-41766,5,07/05/2014,11/05/2014,Standard Class,BE-114551406,Home Office,Lorain,Ohio,United States,Eastern US,USCA,OFF-FA-3076,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,7.22,2,0.2,1.71,1.47,Medium
ID-2015-BE114557-42242,8,26/08/2015,28/08/2015,First Class,BE-114557,Home Office,Gold Coast,Queensland,Australia,Oceania,Asia Pacific,FUR-CH-5793,Furniture,Chairs,"SAFCO Rocking Chair, Adjustable",329.76,4,0.4,-126.48,49.7,High
IN-2015-BE1145558-42342,12,04/12/2015,06/12/2015,Second Class,BE-1145558,Home Office,Moradabad,Uttar Pradesh,India,Southern Asia,Asia Pacific,TEC-AC-5129,Technology,Accessories,"Logitech Mouse, USB",235.92,8,0,51.84,44.16,High
US-2015-BE1145582-42159,6,04/06/2015,08/06/2015,Standard Class,BE-1145582,Home Office,San Luis Potosí,San Luis Potosí,Mexico,Central America,LATAM,TEC-PH-5266,Technology,Phones,"Motorola Signal Booster, with Caller ID",381.68,4,0,141.2,33.296,Medium
ID-2015-BE1145592-42038,2,03/02/2015,07/02/2015,Standard Class,BE-1145592,Home Office,Manukau City,Auckland,New Zealand,Oceania,Asia Pacific,OFF-ST-4078,Office Supplies,Storage,"Eldon Lockers, Blue",474.98,4,0.4,-300.94,33.29,Medium
ID-2013-BN11470130-41633,12,25/12/2013,28/12/2013,Second Class,BN-11470130,Corporate,Bangkok,Bangkok,Thailand,Southeastern Asia,Asia Pacific,TEC-PH-5267,Technology,Phones,"Motorola Smart Phone, Cordless",2667.54,5,0.17,-417.81,326.27,Medium
US-2015-BN1147082-42358,12,20/12/2015,24/12/2015,Standard Class,BN-1147082,Corporate,Cadereyta,Nuevo León,Mexico,Central America,LATAM,OFF-AP-3872,Office Supplies,Appliances,"Cuisinart Stove, Black",2509.36,7,0,426.58,320.956,High
IN-2015-BN1147027-42189,7,04/07/2015,08/07/2015,Standard Class,BN-1147027,Corporate,Shenyang,Liaoning,China,Eastern Asia,Asia Pacific,OFF-AP-4964,Office Supplies,Appliances,"KitchenAid Stove, Black",3417.48,6,0,854.28,297.2,Medium
ES-2015-BN11470139-42110,4,16/04/2015,16/04/2015,Same Day,BN-11470139,Corporate,Dudley,England,United Kingdom,Northern Europe,Europe,FUR-BO-5778,Furniture,Bookcases,"Safco Floating Shelf Set, Mobile",996.3,5,0,119.55,282.58,Critical
ES-2015-BN11470139-42110,4,16/04/2015,16/04/2015,Same Day,BN-11470139,Corporate,Dudley,England,United Kingdom,Northern Europe,Europe,TEC-CO-4571,Technology,Copiers,"Hewlett Fax and Copier, Color",777.24,4,0,170.88,205.01,Critical
ID-2012-BN1147078-41242,11,29/11/2012,02/12/2012,First Class,BN-1147078,Corporate,Kuala Lumpur,Kuala Lumpur,Malaysia,Southeastern Asia,Asia Pacific,OFF-ST-4055,Office Supplies,Storage,"Eldon File Cart, Blue",634.8,5,0,171.3,197.68,High
PL-2014-BN1470103-41896,9,14/09/2014,16/09/2014,Second Class,BN-1470103,Corporate,Katowice,Silesia,Poland,Eastern Europe,Europe,FUR-BO-3907,Furniture,Bookcases,"Dania Stackable Bookrack, Traditional",968.4,8,0,406.56,172.29,Critical
IN-2014-BN1147027-41896,9,14/09/2014,21/09/2014,Standard Class,BN-1147027,Corporate,Tianjin,Tianjin,China,Eastern Asia,Asia Pacific,TEC-CO-4775,Technology,Copiers,"HP Fax Machine, High-Speed",1490.7,5,0,104.25,159.5,Medium
IN-2015-BN1147027-42189,7,04/07/2015,08/07/2015,Standard Class,BN-1147027,Corporate,Shenyang,Liaoning,China,Eastern Asia,Asia Pacific,TEC-MA-5574,Technology,Machines,"Panasonic Printer, Wireless",1065.96,4,0,468.96,100.46,Medium
IT-2015-BN1147064-42174,6,19/06/2015,25/06/2015,Standard Class,BN-1147064,Corporate,Rome,Lazio,Italy,Southern Europe,Europe,FUR-TA-3346,Furniture,Tables,"Barricks Conference Table, with Bottom Storage",1360.62,3,0.5,-979.65,91.18,Medium
MX-2014-BN114705-41961,11,18/11/2014,21/11/2014,Second Class,BN-114705,Corporate,Buenos Aires,Buenos Aires,Argentina,South America,LATAM,TEC-AC-5224,Technology,Accessories,"Memorex Router, Erganomic",683.26,7,0.4,68.24,82.193,Critical
MO-2014-BN147086-41655,1,16/01/2014,22/01/2014,Standard Class,BN-147086,Corporate,Rabat,Rabat-Salé-Zemmour-Zaer,Morocco,North Africa,Africa,FUR-TA-4635,Furniture,Tables,"Hon Coffee Table, Fully Assembled",634.74,2,0,215.76,64.35,Medium
MX-2015-BN1147018-42301,10,24/10/2015,28/10/2015,Standard Class,BN-1147018,Corporate,Barreiras,Bahia,Brazil,South America,LATAM,FUR-BO-4850,Furniture,Bookcases,"Ikea Classic Bookcase, Pine",826.2,3,0,181.74,58.053,Medium
CA-2012-BN11470140-41163,9,11/09/2012,16/09/2012,Standard Class,BN-114701408,Corporate,Cary,North Carolina,United States,Southern US,USCA,OFF-AP-4239,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,166.84,5,0.2,18.77,15.69,Medium
CA-2015-BN11470140-42078,3,15/03/2015,18/03/2015,Second Class,BN-114701402,Corporate,Chicago,Illinois,United States,Central US,USCA,TEC-PH-5975,Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,49.62,2,0.2,4.96,5.21,Medium
US-2015-BN11470140-42345,12,07/12/2015,09/12/2015,Second Class,BN-114701404,Corporate,Brentwood,California,United States,Western US,USCA,OFF-FA-6129,Office Supplies,Fasteners,Staples,10.68,1,0,2.88,2.12,High
CA-2013-BN11470140-41380,4,16/04/2013,21/04/2013,Standard Class,BN-114701406,Corporate,Philadelphia,Pennsylvania,United States,Eastern US,USCA,OFF-FA-6129,Office Supplies,Fasteners,Staples,12.58,4,0.2,4.09,1.84,Medium
CA-2012-BN11470140-41163,9,11/09/2012,16/09/2012,Standard Class,BN-114701408,Corporate,Cary,North Carolina,United States,Southern US,USCA,OFF-PA-6584,Office Supplies,Paper,Xerox 220,10.37,2,0.2,3.63,1.72,Medium
CA-2012-BN11470140-41163,9,11/09/2012,16/09/2012,Standard Class,BN-114701408,Corporate,Cary,North Carolina,United States,Southern US,USCA,TEC-AC-5856,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,15.22,1,0.2,2.28,1.55,Medium
ID-2013-BN11470130-41633,12,25/12/2013,28/12/2013,Second Class,BN-11470130,Corporate,Bangkok,Bangkok,Thailand,Southeastern Asia,Asia Pacific,TEC-AC-4166,Technology,Accessories,"Enermax Memory Card, USB",303.69,5,0.47,-177.66,49.9,Medium
IN-2014-BN1147027-41896,9,14/09/2014,21/09/2014,Standard Class,BN-1147027,Corporate,Tianjin,Tianjin,China,Eastern Asia,Asia Pacific,FUR-CH-4564,Furniture,Chairs,"Harbour Creations Swivel Stool, Set of Two",729.48,4,0,247.92,41.95,Medium
RS-2013-BN1470108-41625,12,17/12/2013,17/12/2013,Same Day,BN-1470108,Corporate,Irkutsk,Irkutsk,Russia,Eastern Europe,Europe,TEC-MA-6143,Technology,Machines,"StarTech Phone, Durable",149.28,2,0,11.94,39.9,High
IN-2013-BN1147058-41453,6,28/06/2013,28/06/2013,Same Day,BN-1147058,Corporate,Meerut,Uttar Pradesh,India,Southern Asia,Asia Pacific,FUR-BO-4860,Furniture,Bookcases,"Ikea Library with Doors, Metal",725.7,2,0,65.28,37.39,High
ID-2012-BN1147078-41242,11,29/11/2012,02/12/2012,First Class,BN-1147078,Corporate,Kuala Lumpur,Kuala Lumpur,Malaysia,Southeastern Asia,Asia Pacific,TEC-AC-3387,Technology,Accessories,"Belkin Keyboard, USB",252.27,3,0,93.33,37.01,High
IT-2015-BT11485120-42209,7,24/07/2015,27/07/2015,First Class,BT-11485120,Home Office,El Prat de Llobregat,Catalonia,Spain,Southern Europe,Europe,OFF-ST-4266,Office Supplies,Storage,"Fellowes Lockers, Blue",932.99,5,0.1,165.74,164.04,High
ES-2012-BT1148545-41177,9,25/09/2012,29/09/2012,Standard Class,BT-1148545,Home Office,Beauvais,Nord-Pas-de-Calais-Picardie,France,Western Europe,Europe,OFF-AP-3865,Office Supplies,Appliances,"Cuisinart Microwave, Red",1253.07,5,0.1,236.67,152.31,High
IT-2014-BT1148564-41884,9,02/09/2014,04/09/2014,First Class,BT-1148564,Home Office,Milan,Lombardy,Italy,Southern Europe,Europe,OFF-ST-6049,Office Supplies,Storage,"Smead Lockers, Wire Frame",473.98,4,0.4,-244.94,71.92,High
CA-2013-BT11485140-41635,12,27/12/2013,31/12/2013,Standard Class,BT-114851406,Home Office,Clinton,Maryland,United States,Eastern US,USCA,OFF-AP-4933,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,355.96,2,0,103.23,26.39,Medium
CA-2014-BT11485140-41710,3,12/03/2014,12/03/2014,Same Day,BT-114851406,Home Office,Philadelphia,Pennsylvania,United States,Eastern US,USCA,FUR-FU-3910,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",30.34,4,0.2,9.48,3.27,Medium
CA-2013-BT11485140-41635,12,27/12/2013,31/12/2013,Standard Class,BT-114851406,Home Office,Clinton,Maryland,United States,Eastern US,USCA,OFF-PA-6506,Office Supplies,Paper,Xerox 1950,28.9,5,0,14.16,1.77,Medium
IN-2015-BT1148566-42214,7,29/07/2015,01/08/2015,First Class,BT-1148566,Home Office,Tokyo,Tokyo,Japan,Eastern Asia,Asia Pacific,TEC-CO-4785,Technology,Copiers,"HP Personal Copier, Digital",247.86,2,0,27.24,44.59,High
IN-2015-BT114857-42083,3,20/03/2015,27/03/2015,Standard Class,BT-114857,Home Office,Brisbane,Queensland,Australia,Oceania,Asia Pacific,OFF-ST-6032,Office Supplies,Storage,"Smead File Cart, Industrial",346.68,3,0.1,69.3,41.81,Low
US-2014-BT11485101-41899,9,17/09/2014,19/09/2014,First Class,BT-11485101,Home Office,Callao,Callao,Peru,South America,LATAM,FUR-BO-3635,Furniture,Bookcases,"Bush Floating Shelf Set, Mobile",139.03,2,0.4,-32.45,40.806,Critical
SA-2015-BT1485110-42213,7,28/07/2015,04/08/2015,Standard Class,BT-1485110,Home Office,Riyadh,Ar Riyad,Saudi Arabia,Western Asia,Asia Pacific,TEC-CO-4776,Technology,Copiers,"HP Fax Machine, Laser",1799.64,6,0,719.82,38.48,Medium
TU-2015-BT1485134-42235,8,19/08/2015,26/08/2015,Standard Class,BT-1485134,Home Office,Kirsehir,Kirsehir,Turkey,Western Asia,Asia Pacific,FUR-BO-3894,Furniture,Bookcases,"Dania Corner Shelving, Mobile",199.34,4,0.6,-154.54,33.31,Low
IN-2013-BD1150059-41552,10,05/10/2013,08/10/2013,First Class,BD-1150059,Consumer,Jakarta,Jakarta,Indonesia,Southeastern Asia,Asia Pacific,TEC-MA-5016,Technology,Machines,"Konica Printer, White",883.95,4,0.17,234.27,199.66,High
ID-2013-BD115007-41588,11,10/11/2013,14/11/2013,Standard Class,BD-115007,Consumer,Caloundra,Queensland,Australia,Oceania,Asia Pacific,TEC-PH-5356,Technology,Phones,"Nokia Smart Phone, with Caller ID",2300.08,4,0.1,408.88,177.32,Medium
IT-2012-BD11500104-41259,12,16/12/2012,18/12/2012,Second Class,BD-11500104,Consumer,Lisbon,Lisboa,Portugal,Southern Europe,Europe,FUR-CH-5394,Furniture,Chairs,"Novimex Rocking Chair, Adjustable",468.72,7,0.5,-103.32,83.29,High
US-2015-BD11500140-42031,1,27/01/2015,01/02/2015,Standard Class,BD-115001408,Consumer,Columbus,Georgia,United States,Southern US,USCA,TEC-PH-5817,Technology,Phones,Samsung Galaxy Mega 6.3,2939.93,7,0,764.38,343.25,High
CA-2012-BD11500140-40941,2,02/02/2012,04/02/2012,First Class,BD-115001402,Consumer,Green Bay,Wisconsin,United States,Central US,USCA,TEC-AC-4141,Technology,Accessories,Enermax Aurora Lite Keyboard,468.9,6,0,206.32,66.88,High
CA-2013-BD11500140-41631,12,23/12/2013,26/12/2013,First Class,BD-115001408,Consumer,Richmond,Virginia,United States,Southern US,USCA,OFF-AP-3400,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,194.32,4,0,56.35,32.28,High
US-2015-BD11500140-42334,11,26/11/2015,30/11/2015,Standard Class,BD-115001404,Consumer,San Francisco,California,United States,Western US,USCA,FUR-BO-5964,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",359.5,3,0.15,-29.61,30.6,Medium
